"Record_number","Author","Year","Journal","Trial","Phase_1","Phase_2","Phase_3","Vaccine","Manufacture","Vaccine_type","Group_ID","Group","Candidate_for_further_evaluation","Reference_to_highest_dose","Reference_to_lowest_dose","Age_lower","Age_upper","N","Total_doses","Dosage","Days_between_doses","Days_lower","Days_upper","Concentration_dose_1","Concentration_dose_2","Concentration_dose_3","Concentration_unit","Target","Assay_or_measurement","Specific_immunity_type","Immunity_measurement_unit","Immunity_value","Immunity_value_lower","Immunity_value_upper","Display_item","Ref_baseline","Ref_baseline_lower","Ref_baseline_upper","Ref_conv","Ref_conv_lower","Ref_conv_upper","N_conv","Days_since_first_dose","Days_since_last_dose"
18,"Walsh, E",2020,"NEJM","Yes","Yes","No","No","BNT162b2","Pfizer/BioNTech","mRNA","B2","20ug, adult, BNT162b2","No","B3","B1",18,55,12,2,2,21,35,35,20,20,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",292,208,476,"Figure 2B",10,10,10,94,62,147,38,14,14
18,"Walsh, E",2020,"NEJM","Yes","Yes","No","No","BNT162b2","Pfizer/BioNTech","mRNA","B3","30ug, adult, BNT162b2","Yes","B3","B1",18,55,12,2,0,21,0,0,30,30,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",10,10,10,"Figure 2B",10,10,10,94,62,147,38,-21,-21
18,"Walsh, E",2020,"NEJM","Yes","Yes","No","No","BNT162b2","Pfizer/BioNTech","mRNA","B3","30ug, adult, BNT162b2","Yes","B3","B1",18,55,12,2,1,21,21,21,30,30,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",14,10,20,"Figure 2B",10,10,10,94,62,147,38,0,0
18,"Walsh, E",2020,"NEJM","Yes","Yes","No","No","BNT162b2","Pfizer/BioNTech","mRNA","B3","30ug, adult, BNT162b2","Yes","B3","B1",18,55,12,2,2,21,28,28,30,30,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",361,238,549,"Figure 2B",10,10,10,94,62,147,38,7,7
18,"Walsh, E",2020,"NEJM","Yes","Yes","No","No","BNT162b2","Pfizer/BioNTech","mRNA","B3","30ug, adult, BNT162b2","Yes","B3","B1",18,55,12,2,2,21,35,35,30,30,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",163,116,230,"Figure 2B",10,10,10,94,62,147,38,14,14
18,"Walsh, E",2020,"NEJM","Yes","Yes","No","No","BNT162b1","Pfizer/BioNTech","mRNA","A4","10ug, elderly, BNT162b1","No","A3","A1",56,85,12,2,0,21,0,0,10,10,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",10,10,10,"Figure 2B",10,10,10,94,62,147,38,-21,-21
18,"Walsh, E",2020,"NEJM","Yes","Yes","No","No","BNT162b1","Pfizer/BioNTech","mRNA","A4","10ug, elderly, BNT162b1","No","A3","A1",56,85,12,2,1,21,21,21,10,10,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",11,10,14,"Figure 2B",10,10,10,94,62,147,38,0,0
18,"Walsh, E",2020,"NEJM","Yes","Yes","No","No","BNT162b1","Pfizer/BioNTech","mRNA","A4","10ug, elderly, BNT162b1","No","A3","A1",56,85,12,2,2,21,28,28,10,10,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",20,12,32,"Figure 2B",10,10,10,94,62,147,38,7,7
18,"Walsh, E",2020,"NEJM","Yes","Yes","No","No","BNT162b1","Pfizer/BioNTech","mRNA","A4","10ug, elderly, BNT162b1","No","A3","A1",56,85,12,2,2,21,35,35,10,10,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",33,16,67,"Figure 2B",10,10,10,94,62,147,38,14,14
18,"Walsh, E",2020,"NEJM","Yes","Yes","No","No","BNT162b1","Pfizer/BioNTech","mRNA","A5","20ug, elderly, BNT162b1","No","A3","A1",56,85,12,2,0,21,0,0,20,20,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",10,10,10,"Figure 2B",10,10,10,94,62,147,38,-21,-21
18,"Walsh, E",2020,"NEJM","Yes","Yes","No","No","BNT162b1","Pfizer/BioNTech","mRNA","A5","20ug, elderly, BNT162b1","No","A3","A1",56,85,12,2,1,21,21,21,20,20,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",10,10,10,"Figure 2B",10,10,10,94,62,147,38,0,0
18,"Walsh, E",2020,"NEJM","Yes","Yes","No","No","BNT162b1","Pfizer/BioNTech","mRNA","A5","20ug, elderly, BNT162b1","No","A3","A1",56,85,12,2,2,21,28,28,20,20,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",179,95,328,"Figure 2B",10,10,10,94,62,147,38,7,7
18,"Walsh, E",2020,"NEJM","Yes","Yes","No","No","BNT162b1","Pfizer/BioNTech","mRNA","A5","20ug, elderly, BNT162b1","No","A3","A1",56,85,12,2,2,21,35,35,20,20,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",105,44,234,"Figure 2B",10,10,10,94,62,147,38,14,14
18,"Walsh, E",2020,"NEJM","Yes","Yes","No","No","BNT162b1","Pfizer/BioNTech","mRNA","A6","30ug, elderly, BNT162b1","Yes","A3","A1",56,85,12,2,0,21,0,0,30,30,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",10,10,10,"Figure 2B",10,10,10,94,62,147,38,-21,-21
18,"Walsh, E",2020,"NEJM","Yes","Yes","No","No","BNT162b1","Pfizer/BioNTech","mRNA","A6","30ug, elderly, BNT162b1","Yes","A3","A1",56,85,12,2,1,21,21,21,30,30,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",12,10,17,"Figure 2B",10,10,10,94,62,147,38,0,0
18,"Walsh, E",2020,"NEJM","Yes","Yes","No","No","BNT162b1","Pfizer/BioNTech","mRNA","A6","30ug, elderly, BNT162b1","Yes","A3","A1",56,85,12,2,2,21,28,28,30,30,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",101,46,221,"Figure 2B",10,10,10,94,62,147,38,7,7
18,"Walsh, E",2020,"NEJM","Yes","Yes","No","No","BNT162b1","Pfizer/BioNTech","mRNA","A6","30ug, elderly, BNT162b1","Yes","A3","A1",56,85,12,2,2,21,35,35,30,30,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",105,50,221,"Figure 2B",10,10,10,94,62,147,38,14,14
18,"Walsh, E",2020,"NEJM","Yes","Yes","No","No","BNT162b2","Pfizer/BioNTech","mRNA","B4","10ug, elderly, BNT162b2","No","B3","B1",56,85,12,2,0,21,0,0,10,10,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",10,10,10,"Figure 2B",10,10,10,94,62,147,38,-21,-21
18,"Walsh, E",2020,"NEJM","Yes","Yes","No","No","BNT162b2","Pfizer/BioNTech","mRNA","B4","10ug, elderly, BNT162b2","No","B3","B1",56,85,12,2,1,21,21,21,10,10,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",10,10,10,"Figure 2B",10,10,10,94,62,147,38,0,0
18,"Walsh, E",2020,"NEJM","Yes","Yes","No","No","BNT162b2","Pfizer/BioNTech","mRNA","B4","10ug, elderly, BNT162b2","No","B3","B1",56,85,12,2,2,21,28,28,10,10,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",79,50,124,"Figure 2B",10,10,10,94,62,147,38,7,7
18,"Walsh, E",2020,"NEJM","Yes","Yes","No","No","BNT162b2","Pfizer/BioNTech","mRNA","B4","10ug, elderly, BNT162b2","No","B3","B1",56,85,12,2,2,21,35,35,10,10,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",111,81,167,"Figure 2B",10,10,10,94,62,147,38,14,14
18,"Walsh, E",2020,"NEJM","Yes","Yes","No","No","BNT162b2","Pfizer/BioNTech","mRNA","B5","20ug, elderly, BNT162b2","No","B3","B1",56,85,12,2,0,21,0,0,20,20,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",10,10,10,"Figure 2B",10,10,10,94,62,147,38,-21,-21
18,"Walsh, E",2020,"NEJM","Yes","Yes","No","No","BNT162b2","Pfizer/BioNTech","mRNA","B5","20ug, elderly, BNT162b2","No","B3","B1",56,85,12,2,1,21,21,21,20,20,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",10,10,10,"Figure 2B",10,10,10,94,62,147,38,0,0
18,"Walsh, E",2020,"NEJM","Yes","Yes","No","No","BNT162b2","Pfizer/BioNTech","mRNA","B5","20ug, elderly, BNT162b2","No","B3","B1",56,85,12,2,2,21,28,28,20,20,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",84,46,159,"Figure 2B",10,10,10,94,62,147,38,7,7
18,"Walsh, E",2020,"NEJM","Yes","Yes","No","No","BNT162b2","Pfizer/BioNTech","mRNA","B5","20ug, elderly, BNT162b2","No","B3","B1",56,85,12,2,2,21,35,35,20,20,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",81,38,171,"Figure 2B",10,10,10,94,62,147,38,14,14
18,"Walsh, E",2020,"NEJM","Yes","Yes","No","No","BNT162b2","Pfizer/BioNTech","mRNA","B6","30ug, elderly, BNT162b2","Yes","B3","B1",56,85,12,2,0,21,0,0,30,30,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",10,10,10,"Figure 2B",10,10,10,94,62,147,38,-21,-21
18,"Walsh, E",2020,"NEJM","Yes","Yes","No","No","BNT162b2","Pfizer/BioNTech","mRNA","B6","30ug, elderly, BNT162b2","Yes","B3","B1",56,85,12,2,1,21,21,21,30,30,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",12,10,15,"Figure 2B",10,10,10,94,62,147,38,0,0
18,"Walsh, E",2020,"NEJM","Yes","Yes","No","No","BNT162b2","Pfizer/BioNTech","mRNA","B6","30ug, elderly, BNT162b2","Yes","B3","B1",56,85,12,2,2,21,28,28,30,30,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",149,86,270,"Figure 2B",10,10,10,94,62,147,38,7,7
18,"Walsh, E",2020,"NEJM","Yes","Yes","No","No","BNT162b2","Pfizer/BioNTech","mRNA","B6","30ug, elderly, BNT162b2","Yes","B3","B1",56,85,12,2,2,21,35,35,30,30,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",206,109,392,"Figure 2B",10,10,10,94,62,147,38,14,14
16,"Sadoff, J",2021,"NEJM","Yes","Yes","Yes","No","Ad26.COV2.S","Janssen","Vector","A1","Low dose, 1 dose, adult","Yes","A2","A1",18,55,25,1,0,0,0,0,5,NA,NA,"10^10","Live virus","MNT 50","NT Ab","GMT/CI",28,28,28,"Figure 2B",28,28,28,522,299,891,32,0,0
16,"Sadoff, J",2021,"NEJM","Yes","Yes","Yes","No","Ad26.COV2.S","Janssen","Vector","A1","Low dose, 1 dose, adult","Yes","A2","A1",18,55,24,1,1,0,28,28,5,NA,NA,"10^10","Live virus","MNT 50","NT Ab","GMT/CI",224,158,316,"Figure 2B",28,28,28,522,299,891,32,28,28
16,"Sadoff, J",2021,"NEJM","Yes","Yes","Yes","No","Ad26.COV2.S","Janssen","Vector","A1","Low dose, 1 dose, adult","Yes","A2","A1",18,55,24,1,1,0,56,56,5,NA,NA,"10^10","Live virus","MNT 50","NT Ab","GMT/CI",310,229,417,"Figure 2B",28,28,28,522,299,891,32,56,56
16,"Sadoff, J",2021,"NEJM","Yes","Yes","Yes","No","Ad26.COV2.S","Janssen","Vector","A1","Low dose, 1 dose, adult","Yes","A2","A1",18,55,24,1,1,0,70,70,5,NA,NA,"10^10","Live virus","MNT 50","NT Ab","GMT/CI",321,237,432,"Figure 2B",28,28,28,522,299,891,32,70,70
16,"Sadoff, J",2021,"NEJM","Yes","Yes","Yes","No","Ad26.COV2.S","Janssen","Vector","B1","Low dose, 2 doses, adult","Yes","B2","B1",18,55,25,2,0,21,0,0,5,5,NA,"10^10","Live virus","MNT 50","NT Ab","GMT/CI",31,28,36,"Figure 2B",28,28,28,522,299,891,32,-21,-21
16,"Sadoff, J",2021,"NEJM","Yes","Yes","Yes","No","Ad26.COV2.S","Janssen","Vector","B1","Low dose, 2 doses, adult","Yes","B2","B1",18,55,25,2,1,21,28,28,5,5,NA,"10^10","Live virus","MNT 50","NT Ab","GMT/CI",224,170,299,"Figure 2B",28,28,28,522,299,891,32,7,7
16,"Sadoff, J",2021,"NEJM","Yes","Yes","Yes","No","Ad26.COV2.S","Janssen","Vector","B1","Low dose, 2 doses, adult","Yes","B2","B1",18,55,25,2,2,21,56,56,5,5,NA,"10^10","Live virus","MNT 50","NT Ab","GMT/CI",288,224,380,"Figure 2B",28,28,28,522,299,891,32,35,35
16,"Sadoff, J",2021,"NEJM","Yes","Yes","Yes","No","Ad26.COV2.S","Janssen","Vector","B1","Low dose, 2 doses, adult","Yes","B2","B1",18,55,24,2,2,21,70,70,5,5,NA,"10^10","Live virus","MNT 50","NT Ab","GMT/CI",827,661,1084,"Figure 2B",28,28,28,522,299,891,32,49,49
16,"Sadoff, J",2021,"NEJM","Yes","Yes","Yes","No","Ad26.COV2.S","Janssen","Vector","A2","High dose, 1 dose, adult","No","A2","A1",18,55,25,1,0,0,0,0,10,NA,NA,"10^10","Live virus","MNT 50","NT Ab","GMT/CI",29,27,35,"Figure 2B",28,28,28,522,299,891,32,0,0
16,"Sadoff, J",2021,"NEJM","Yes","Yes","Yes","No","Ad26.COV2.S","Janssen","Vector","A2","High dose, 1 dose, adult","No","A2","A1",18,55,25,1,1,0,28,28,10,NA,NA,"10^10","Live virus","MNT 50","NT Ab","GMT/CI",215,172,272,"Figure 2B",28,28,28,522,299,891,32,28,28
16,"Sadoff, J",2021,"NEJM","Yes","Yes","Yes","No","Ad26.COV2.S","Janssen","Vector","A2","High dose, 1 dose, adult","No","A2","A1",18,55,24,1,1,0,56,56,10,NA,NA,"10^10","Live virus","MNT 50","NT Ab","GMT/CI",370,266,507,"Figure 2B",28,28,28,522,299,891,32,56,56
16,"Sadoff, J",2021,"NEJM","Yes","Yes","Yes","No","Ad26.COV2.S","Janssen","Vector","A2","High dose, 1 dose, adult","No","A2","A1",18,55,24,1,1,0,70,70,10,NA,NA,"10^10","Live virus","MNT 50","NT Ab","GMT/CI",388,305,495,"Figure 2B",28,28,28,522,299,891,32,70,70
16,"Sadoff, J",2021,"NEJM","Yes","Yes","Yes","No","Ad26.COV2.S","Janssen","Vector","B2","High dose, 2 doses, adult","No","B2","B1",18,55,25,2,0,21,0,0,10,10,NA,"10^10","Live virus","MNT 50","NT Ab","GMT/CI",32,26,43,"Figure 2B",28,28,28,522,299,891,32,-21,-21
16,"Sadoff, J",2021,"NEJM","Yes","Yes","Yes","No","Ad26.COV2.S","Janssen","Vector","B2","High dose, 2 doses, adult","No","B2","B1",18,55,25,2,1,21,28,28,10,10,NA,"10^10","Live virus","MNT 50","NT Ab","GMT/CI",354,216,582,"Figure 2B",28,28,28,522,299,891,32,7,7
16,"Sadoff, J",2021,"NEJM","Yes","Yes","Yes","No","Ad26.COV2.S","Janssen","Vector","B2","High dose, 2 doses, adult","No","B2","B1",18,55,24,2,2,21,56,56,10,10,NA,"10^10","Live virus","MNT 50","NT Ab","GMT/CI",488,339,708,"Figure 2B",28,28,28,522,299,891,32,35,35
16,"Sadoff, J",2021,"NEJM","Yes","Yes","Yes","No","Ad26.COV2.S","Janssen","Vector","B2","High dose, 2 doses, adult","No","B2","B1",18,55,25,2,2,21,70,70,10,10,NA,"10^10","Live virus","MNT 50","NT Ab","GMT/CI",1266,902,1758,"Figure 2B",28,28,28,522,299,891,32,49,49
16,"Sadoff, J",2021,"NEJM","Yes","Yes","Yes","No","Ad26.COV2.S","Janssen","Vector","A3","Low dose, 1 dose, elderly","Yes","A2","A1",56,100,49,1,0,0,0,0,5,NA,NA,"10^10","Live virus","MNT 50","NT Ab","GMT/CI",29,28,34,"Figure 2B",28,28,28,522,299,891,32,0,0
16,"Sadoff, J",2021,"NEJM","Yes","Yes","Yes","No","Ad26.COV2.S","Janssen","Vector","A3","Low dose, 1 dose, elderly","Yes","A2","A1",56,100,23,1,1,0,14,14,5,NA,NA,"10^10","Live virus","MNT 50","NT Ab","GMT/CI",212,130,339,"Figure 2B",28,28,28,522,299,891,32,14,14
16,"Sadoff, J",2021,"NEJM","Yes","Yes","Yes","No","Ad26.COV2.S","Janssen","Vector","A3","Low dose, 1 dose, elderly","Yes","A2","A1",56,100,50,1,1,0,29,29,5,NA,NA,"10^10","Live virus","MNT 50","NT Ab","GMT/CI",277,204,372,"Figure 2B",28,28,28,522,299,891,32,29,29
16,"Sadoff, J",2021,"NEJM","Yes","Yes","Yes","No","Ad26.COV2.S","Janssen","Vector","A4","High dose, 1 dose, elderly","No","A2","A1",56,100,50,1,0,0,0,0,10,NA,NA,"10^10","Live virus","MNT 50","NT Ab","GMT/CI",32,26,44,"Figure 2B",28,28,28,522,299,891,32,0,0
16,"Sadoff, J",2021,"NEJM","Yes","Yes","Yes","No","Ad26.COV2.S","Janssen","Vector","A4","High dose, 1 dose, elderly","No","A2","A1",56,100,25,1,1,0,14,14,10,NA,NA,"10^10","Live virus","MNT 50","NT Ab","GMT/CI",172,117,257,"Figure 2B",28,28,28,522,299,891,32,14,14
16,"Sadoff, J",2021,"NEJM","Yes","Yes","Yes","No","Ad26.COV2.S","Janssen","Vector","A4","High dose, 1 dose, elderly","No","A2","A1",56,100,50,1,1,0,29,29,10,NA,NA,"10^10","Live virus","MNT 50","NT Ab","GMT/CI",212,166,275,"Figure 2B",28,28,28,522,299,891,32,29,29
30,"Zhang, Y",2021,"Lancet ID","Yes","Yes","No","No","CoronaVac","Sinovac","Inactivated","A1","Low dose, 14 days interval, phase 1","Yes","A2","A1",18,59,24,2,1,14,14,14,3,3,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",2,2,2,"Figure 2A",2,2,2,163.7,128.5,208.6,117,0,0
30,"Zhang, Y",2021,"Lancet ID","Yes","Yes","No","No","CoronaVac","Sinovac","Inactivated","A2","High dose, 14 days interval, phase 1","No","A2","A1",18,59,24,2,1,14,14,14,6,6,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",2,2,2,"Figure 2A",2,2,2,163.7,128.5,208.6,117,0,0
30,"Zhang, Y",2021,"Lancet ID","Yes","Yes","No","No","CoronaVac","Sinovac","Inactivated","A1","Low dose, 14 days interval, phase 1","Yes","A2","A1",18,59,24,2,2,14,28,28,3,3,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",5.6,3.6,8.7,"Figure 2A",2,2,2,163.7,128.5,208.6,117,14,14
30,"Zhang, Y",2021,"Lancet ID","Yes","Yes","No","No","CoronaVac","Sinovac","Inactivated","A2","High dose, 14 days interval, phase 1","No","A2","A1",18,59,24,2,2,14,28,28,6,6,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",7.7,5.2,11.5,"Figure 2A",2,2,2,163.7,128.5,208.6,117,14,14
30,"Zhang, Y",2021,"Lancet ID","Yes","Yes","No","No","CoronaVac","Sinovac","Inactivated","A1","Low dose, 14 days interval, phase 1","Yes","A2","A1",18,59,24,2,2,14,42,42,3,3,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",5.4,3.6,8.1,"Figure 2A",2,2,2,163.7,128.5,208.6,117,28,28
30,"Zhang, Y",2021,"Lancet ID","Yes","Yes","No","No","CoronaVac","Sinovac","Inactivated","A2","High dose, 14 days interval, phase 1","No","A2","A1",18,59,24,2,2,14,42,42,6,6,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",15.2,11.2,20.7,"Figure 2A",2,2,2,163.7,128.5,208.6,117,28,28
30,"Zhang, Y",2021,"Lancet ID","Yes","Yes","No","No","CoronaVac","Sinovac","Inactivated","B1","Low dose, 28 days interval, phase 1","Yes","B2","B1",18,59,24,2,1,28,28,28,3,3,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",2,2,2,"Figure 2B",2,2,2,163.7,128.5,208.6,117,0,0
30,"Zhang, Y",2021,"Lancet ID","Yes","Yes","No","No","CoronaVac","Sinovac","Inactivated","B2","High dose, 28 days interval, phase 1","No","B2","B1",18,59,24,2,1,28,28,28,6,6,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",2,2,2,"Figure 2B",2,2,2,163.7,128.5,208.6,117,0,0
30,"Zhang, Y",2021,"Lancet ID","Yes","Yes","No","No","CoronaVac","Sinovac","Inactivated","B1","Low dose, 28 days interval, phase 1","Yes","B2","B1",18,59,24,2,2,28,42,42,3,3,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",16,10.4,24.7,"Figure 2B",2,2,2,163.7,128.5,208.6,117,14,14
30,"Zhang, Y",2021,"Lancet ID","Yes","Yes","No","No","CoronaVac","Sinovac","Inactivated","B2","High dose, 28 days interval, phase 1","No","B2","B1",18,59,24,2,2,28,42,42,6,6,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",25.9,14.6,46.1,"Figure 2B",2,2,2,163.7,128.5,208.6,117,14,14
30,"Zhang, Y",2021,"Lancet ID","Yes","Yes","No","No","CoronaVac","Sinovac","Inactivated","B1","Low dose, 28 days interval, phase 1","Yes","B2","B1",18,59,24,2,2,28,56,56,3,3,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",19,13.2,27.4,"Figure 2B",2,2,2,163.7,128.5,208.6,117,28,28
30,"Zhang, Y",2021,"Lancet ID","Yes","Yes","No","No","CoronaVac","Sinovac","Inactivated","B2","High dose, 28 days interval, phase 1","No","B2","B1",18,59,24,2,2,28,56,56,6,6,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",29.6,17.9,48.9,"Figure 2B",2,2,2,163.7,128.5,208.6,117,28,28
30,"Zhang, Y",2021,"Lancet ID","Yes","No","Yes","No","CoronaVac","Sinovac","Inactivated","A3","Low dose, 14 days interval, phase 2","Yes","A2","A1",18,59,24,2,1,14,14,14,3,3,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",2,2,2,"Figure 2C",2,2,2,163.7,128.5,208.6,117,0,0
30,"Zhang, Y",2021,"Lancet ID","Yes","No","Yes","No","CoronaVac","Sinovac","Inactivated","A4","High dose, 14 days interval, phase 2","No","A2","A1",18,59,24,2,1,14,14,14,6,6,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",2,2,2,"Figure 2C",2,2,2,163.7,128.5,208.6,117,0,0
30,"Zhang, Y",2021,"Lancet ID","Yes","No","Yes","No","CoronaVac","Sinovac","Inactivated","A3","Low dose, 14 days interval, phase 2","Yes","A2","A1",18,59,118,2,2,14,28,28,3,3,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",27.6,22.7,33.5,"Figure 2C",2,2,2,163.7,128.5,208.6,117,14,14
30,"Zhang, Y",2021,"Lancet ID","Yes","No","Yes","No","CoronaVac","Sinovac","Inactivated","A4","High dose, 14 days interval, phase 2","No","A2","A1",18,59,119,2,2,14,28,28,6,6,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",34.5,28.5,41.8,"Figure 2C",2,2,2,163.7,128.5,208.6,117,14,14
30,"Zhang, Y",2021,"Lancet ID","Yes","No","Yes","No","CoronaVac","Sinovac","Inactivated","A3","Low dose, 14 days interval, phase 2","Yes","A2","A1",18,59,118,2,2,14,42,42,3,3,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",23.8,20.5,27.7,"Figure 2C",2,2,2,163.7,128.5,208.6,117,28,28
30,"Zhang, Y",2021,"Lancet ID","Yes","No","Yes","No","CoronaVac","Sinovac","Inactivated","A4","High dose, 14 days interval, phase 2","No","A2","A1",18,59,118,2,2,14,42,42,6,6,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",30.1,26.1,34.7,"Figure 2C",2,2,2,163.7,128.5,208.6,117,28,28
30,"Zhang, Y",2021,"Lancet ID","Yes","No","Yes","No","CoronaVac","Sinovac","Inactivated","B3","Low dose, 28 days interval, phase 2","Yes","B2","B1",18,59,24,2,1,28,28,28,3,3,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",2,2,2,"Figure 2D",2,2,2,163.7,128.5,208.6,117,0,0
30,"Zhang, Y",2021,"Lancet ID","Yes","No","Yes","No","CoronaVac","Sinovac","Inactivated","B4","High dose, 28 days interval, phase 2","No","B2","B1",18,59,24,2,1,28,28,28,6,6,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",2,2,2,"Figure 2D",2,2,2,163.7,128.5,208.6,117,0,0
30,"Zhang, Y",2021,"Lancet ID","Yes","No","Yes","No","CoronaVac","Sinovac","Inactivated","B3","Low dose, 28 days interval, phase 2","Yes","B2","B1",18,59,117,2,2,28,56,56,3,3,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",44.1,37.2,52.2,"Figure 2D",2,2,2,163.7,128.5,208.6,117,28,28
30,"Zhang, Y",2021,"Lancet ID","Yes","No","Yes","No","CoronaVac","Sinovac","Inactivated","B4","High dose, 28 days interval, phase 2","No","B2","B1",18,59,118,2,2,28,56,56,6,6,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",65.4,56.4,75.9,"Figure 2D",2,2,2,163.7,128.5,208.6,117,28,28
346,"Yang, S",2021,"Lancet ID","Yes","Yes","No","No","ZF2001","Anhui Zhifei","Recombinant","A1","25ug, 3 doses, phase 1","Yes","A2","A1",18,59,20,3,0,30,0,0,25,25,25,"ug","Live virus","MNT 50","NT Ab","GMT/CI",2,2,2,"Figure 2D",2,2,2,51.2,38.3,70.5,89,-30,-60
346,"Yang, S",2021,"Lancet ID","Yes","Yes","No","No","ZF2001","Anhui Zhifei","Recombinant","A1","25ug, 3 doses, phase 1","Yes","A2","A1",18,59,20,3,1,30,30,30,25,25,25,"ug","Live virus","MNT 50","NT Ab","GMT/CI",2,2,2,"Figure 2D",2,2,2,51.2,38.3,70.5,89,0,-30
346,"Yang, S",2021,"Lancet ID","Yes","Yes","No","No","ZF2001","Anhui Zhifei","Recombinant","A1","25ug, 3 doses, phase 1","Yes","A2","A1",18,59,20,3,2,30,60,60,25,25,25,"ug","Live virus","MNT 50","NT Ab","GMT/CI",14,8,24.6,"Figure 2D",2,2,2,51.2,38.3,70.5,89,30,0
346,"Yang, S",2021,"Lancet ID","Yes","Yes","No","No","ZF2001","Anhui Zhifei","Recombinant","A1","25ug, 3 doses, phase 1","Yes","A2","A1",18,59,20,3,3,30,67,67,25,25,25,"ug","Live virus","MNT 50","NT Ab","GMT/CI",94.5,49.3,181.3,"Figure 2D",2,2,2,51.2,38.3,70.5,89,37,7
346,"Yang, S",2021,"Lancet ID","Yes","Yes","No","No","ZF2001","Anhui Zhifei","Recombinant","A2","50ug, 3 doses, phase 1","No","A2","A1",18,59,20,3,0,30,0,0,50,50,50,"ug","Live virus","MNT 50","NT Ab","GMT/CI",2,2,2,"Figure 2D",2,2,2,51.2,38.3,70.5,89,-30,-60
346,"Yang, S",2021,"Lancet ID","Yes","Yes","No","No","ZF2001","Anhui Zhifei","Recombinant","A2","50ug, 3 doses, phase 1","No","A2","A1",18,59,20,3,1,30,30,30,50,50,50,"ug","Live virus","MNT 50","NT Ab","GMT/CI",2,2,2,"Figure 2D",2,2,2,51.2,38.3,70.5,89,0,-30
346,"Yang, S",2021,"Lancet ID","Yes","Yes","No","No","ZF2001","Anhui Zhifei","Recombinant","A2","50ug, 3 doses, phase 1","No","A2","A1",18,59,20,3,2,30,60,60,50,50,50,"ug","Live virus","MNT 50","NT Ab","GMT/CI",11.4,6.6,19.8,"Figure 2D",2,2,2,51.2,38.3,70.5,89,30,0
346,"Yang, S",2021,"Lancet ID","Yes","Yes","No","No","ZF2001","Anhui Zhifei","Recombinant","A2","50ug, 3 doses, phase 1","No","A2","A1",18,59,20,3,3,30,67,67,50,50,50,"ug","Live virus","MNT 50","NT Ab","GMT/CI",117.8,64.6,214.9,"Figure 2D",2,2,2,51.2,38.3,70.5,89,37,7
