Record_number,Author,Journal,Year,Vaccine,Vaccine_type,Manufacture,Group_ID,Group,Subgroup,Dose_level,Dose_concentration,Display_item,Time,Dosages,Measurement,N,Event,Risk
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,B1,"Low-dose plus AS03, aged 18 to 49",B,None,2.6,Table S6,21,Partial,Unsolicited,51,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,A2,"High-dose plus AF03, aged 18 to 49",A,None,1.3,Table S6,21,Partial,Unsolicited,17,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,B2,"High-dose plus AS03, aged 18 to 49",B,None,2.6,Table S6,21,Partial,Unsolicited,54,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,A3,"Low-dose plus AF03, aged above 50",C,None,1.3,Table S6,21,Partial,Unsolicited,10,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,B3,"Low-dose plus AS03, aged above 50",D,None,2.6,Table S6,21,Partial,Unsolicited,28,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,A4,"High-dose plus AF03, aged above 50",C,None,1.3,Table S6,21,Partial,Unsolicited,9,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,B4,"High-dose plus AS03, aged above 50",D,None,2.6,Table S6,21,Partial,Unsolicited,31,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,A1,"Low-dose plus AF03, aged 18 to 49",A,None,1.3,Table S6,7,Full,Local,16,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,B1,"Low-dose plus AS03, aged 18 to 49",B,None,2.6,Table S6,7,Full,Local,51,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,A2,"High-dose plus AF03, aged 18 to 49",A,None,1.3,Table S6,7,Full,Local,17,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,B2,"High-dose plus AS03, aged 18 to 49",B,None,2.6,Table S6,7,Full,Local,54,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,A3,"Low-dose plus AF03, aged above 50",C,None,1.3,Table S6,7,Full,Local,10,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,B3,"Low-dose plus AS03, aged above 50",D,None,2.6,Table S6,7,Full,Local,28,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,A4,"High-dose plus AF03, aged above 50",C,None,1.3,Table S6,7,Full,Local,9,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,B4,"High-dose plus AS03, aged above 50",D,None,2.6,Table S6,7,Full,Local,31,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,A1,"Low-dose plus AF03, aged 18 to 49",A,None,1.3,Table S6,7,Full,Systemic,16,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,B1,"Low-dose plus AS03, aged 18 to 49",B,None,2.6,Table S6,7,Full,Systemic,51,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,A2,"High-dose plus AF03, aged 18 to 49",A,None,1.3,Table S6,7,Full,Systemic,17,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,B2,"High-dose plus AS03, aged 18 to 49",B,None,2.6,Table S6,7,Full,Systemic,54,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,A3,"Low-dose plus AF03, aged above 50",C,None,1.3,Table S6,7,Full,Systemic,10,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,B3,"Low-dose plus AS03, aged above 50",D,None,2.6,Table S6,7,Full,Systemic,28,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,A4,"High-dose plus AF03, aged above 50",C,None,1.3,Table S6,7,Full,Systemic,9,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,B4,"High-dose plus AS03, aged above 50",D,None,2.6,Table S6,7,Full,Systemic,31,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,A1,"Low-dose plus AF03, aged 18 to 49",A,None,1.3,Table S6,21,Full,Unsolicited,16,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,B1,"Low-dose plus AS03, aged 18 to 49",B,None,2.6,Table S6,21,Full,Unsolicited,51,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,A2,"High-dose plus AF03, aged 18 to 49",A,None,1.3,Table S6,21,Full,Unsolicited,17,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,B2,"High-dose plus AS03, aged 18 to 49",B,None,2.6,Table S6,21,Full,Unsolicited,54,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,A3,"Low-dose plus AF03, aged above 50",C,None,1.3,Table S6,21,Full,Unsolicited,10,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,B3,"Low-dose plus AS03, aged above 50",D,None,2.6,Table S6,21,Full,Unsolicited,28,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,A4,"High-dose plus AF03, aged above 50",C,None,1.3,Table S6,21,Full,Unsolicited,9,NA,NA
906,Goepfert. P. A,Lancet ID,2021,CoV2 preS dTM,Recombinant,Sanofi/GSK,B4,"High-dose plus AS03, aged above 50",D,None,2.6,Table S6,21,Full,Unsolicited,31,NA,NA
812,Chappell. K. J,The Lancet,2021,Sclamp,Recombinant,Queensland,A1,NA,A,None,5,"sup Table 2.2, 2.3",7,Partial,Local,24,NA,NA
812,Chappell. K. J,The Lancet,2021,Sclamp,Recombinant,Queensland,A2,NA,A,None,15,"sup Table 2.2, 2.3",7,Partial,Local,24,NA,NA
812,Chappell. K. J,The Lancet,2021,Sclamp,Recombinant,Queensland,A3,NA,A,None,45,"sup Table 2.2, 2.3",7,Partial,Local,48,NA,NA
812,Chappell. K. J,The Lancet,2021,Sclamp,Recombinant,Queensland,A1,NA,A,None,5,"sup Table 2.2, 2.3",7,Full,Local,24,NA,NA
812,Chappell. K. J,The Lancet,2021,Sclamp,Recombinant,Queensland,A2,NA,A,None,15,"sup Table 2.2, 2.3",7,Full,Local,22,NA,NA
812,Chappell. K. J,The Lancet,2021,Sclamp,Recombinant,Queensland,A3,NA,A,None,45,"sup Table 2.2, 2.3",7,Full,Local,21,NA,NA
812,Chappell. K. J,The Lancet,2021,Sclamp,Recombinant,Queensland,A1,NA,A,None,5,"sup Table 2.2, 2.3",7,Partial,Systemic,24,NA,NA
812,Chappell. K. J,The Lancet,2021,Sclamp,Recombinant,Queensland,A2,NA,A,None,15,"sup Table 2.2, 2.3",7,Partial,Systemic,24,NA,NA
812,Chappell. K. J,The Lancet,2021,Sclamp,Recombinant,Queensland,A3,NA,A,None,45,"sup Table 2.2, 2.3",7,Partial,Systemic,48,NA,NA
812,Chappell. K. J,The Lancet,2021,Sclamp,Recombinant,Queensland,A1,NA,A,None,5,"sup Table 2.2, 2.3",7,Full,Systemic,24,NA,NA
812,Chappell. K. J,The Lancet,2021,Sclamp,Recombinant,Queensland,A2,NA,A,None,15,"sup Table 2.2, 2.3",7,Full,Systemic,22,NA,NA
812,Chappell. K. J,The Lancet,2021,Sclamp,Recombinant,Queensland,A3,NA,A,None,45,"sup Table 2.2, 2.3",7,Full,Systemic,21,NA,NA
812,Chappell. K. J,The Lancet,2021,Sclamp,Recombinant,Queensland,A1,NA,A,None,5,Text,NA,Any,Solicited,24,22,92
812,Chappell. K. J,The Lancet,2021,Sclamp,Recombinant,Queensland,A2,NA,A,None,15,Text,NA,Any,Solicited,24,23,96
812,Chappell. K. J,The Lancet,2021,Sclamp,Recombinant,Queensland,A3,NA,A,None,45,Text,NA,Any,Solicited,24,21,88
812,Chappell. K. J,The Lancet,2021,Sclamp,Recombinant,Queensland,A1,NA,A,None,5,sup Table 2.1,NA,Any,Unsolicited,24,13,54.2
812,Chappell. K. J,The Lancet,2021,Sclamp,Recombinant,Queensland,A2,NA,A,None,15,sup Table 2.1,NA,Any,Unsolicited,24,7,29.2
812,Chappell. K. J,The Lancet,2021,Sclamp,Recombinant,Queensland,A3,NA,A,None,45,sup Table 2.1,NA,Any,Unsolicited,24,7,29.2
926,Hsieh. S.M,EClinicalMedicine,2021,MVC-COV1901,Recombinant,Medigen,A1,Low dose,A,Lower,5,appendix Table S2,7,Any,Local,15,13,86.7
926,Hsieh. S.M,EClinicalMedicine,2021,MVC-COV1901,Recombinant,Medigen,A2,Medium dose,A,Standard,15,appendix Table S2,7,Any,Local,15,12,80
926,Hsieh. S.M,EClinicalMedicine,2021,MVC-COV1901,Recombinant,Medigen,A3,High dose,A,Higher,25,appendix Table S2,7,Any,Local,15,11,73.3
926,Hsieh. S.M,EClinicalMedicine,2021,MVC-COV1901,Recombinant,Medigen,A1,Low dose,A,Lower,5,appendix Table S2,7,Partial,Local,15,11,73.3
926,Hsieh. S.M,EClinicalMedicine,2021,MVC-COV1901,Recombinant,Medigen,A2,Medium dose,A,Standard,15,appendix Table S2,7,Partial,Local,15,12,80
926,Hsieh. S.M,EClinicalMedicine,2021,MVC-COV1901,Recombinant,Medigen,A3,High dose,A,Higher,25,appendix Table S2,7,Partial,Local,15,11,73.3
926,Hsieh. S.M,EClinicalMedicine,2021,MVC-COV1901,Recombinant,Medigen,A1,Low dose,A,Lower,5,appendix Table S2,7,Full,Local,15,10,66.7
926,Hsieh. S.M,EClinicalMedicine,2021,MVC-COV1901,Recombinant,Medigen,A2,Medium dose,A,Standard,15,appendix Table S2,7,Full,Local,15,8,53.3
926,Hsieh. S.M,EClinicalMedicine,2021,MVC-COV1901,Recombinant,Medigen,A3,High dose,A,Higher,25,appendix Table S2,7,Full,Local,15,9,60
926,Hsieh. S.M,EClinicalMedicine,2021,MVC-COV1901,Recombinant,Medigen,A1,Low dose,A,Lower,5,appendix Table S2,7,Any,Systemic,15,4,26.7
926,Hsieh. S.M,EClinicalMedicine,2021,MVC-COV1901,Recombinant,Medigen,A2,Medium dose,A,Standard,15,appendix Table S2,7,Any,Systemic,15,6,40
926,Hsieh. S.M,EClinicalMedicine,2021,MVC-COV1901,Recombinant,Medigen,A3,High dose,A,Higher,25,appendix Table S2,7,Any,Systemic,15,6,40
926,Hsieh. S.M,EClinicalMedicine,2021,MVC-COV1901,Recombinant,Medigen,A1,Low dose,A,Lower,5,appendix Table S2,7,Partial,Systemic,15,2,13.3
926,Hsieh. S.M,EClinicalMedicine,2021,MVC-COV1901,Recombinant,Medigen,A2,Medium dose,A,Standard,15,appendix Table S2,7,Partial,Systemic,15,5,33.3
926,Hsieh. S.M,EClinicalMedicine,2021,MVC-COV1901,Recombinant,Medigen,A3,High dose,A,Higher,25,appendix Table S2,7,Partial,Systemic,15,6,40
926,Hsieh. S.M,EClinicalMedicine,2021,MVC-COV1901,Recombinant,Medigen,A1,Low dose,A,Lower,5,appendix Table S2,7,Full,Systemic,15,4,26.7
926,Hsieh. S.M,EClinicalMedicine,2021,MVC-COV1901,Recombinant,Medigen,A2,Medium dose,A,Standard,15,appendix Table S2,7,Full,Systemic,15,1,6.7
926,Hsieh. S.M,EClinicalMedicine,2021,MVC-COV1901,Recombinant,Medigen,A3,High dose,A,Higher,25,appendix Table S2,7,Full,Systemic,15,4,26.7
926,Hsieh. S.M,EClinicalMedicine,2021,MVC-COV1901,Recombinant,Medigen,A1,Low dose,A,Lower,5,appendix Table S2,7,Any,Solicited,15,14,93.3
926,Hsieh. S.M,EClinicalMedicine,2021,MVC-COV1901,Recombinant,Medigen,A2,Medium dose,A,Standard,15,appendix Table S2,7,Any,Solicited,15,12,80
926,Hsieh. S.M,EClinicalMedicine,2021,MVC-COV1901,Recombinant,Medigen,A3,High dose,A,Higher,25,appendix Table S2,7,Any,Solicited,15,12,80
926,Hsieh. S.M,EClinicalMedicine,2021,MVC-COV1901,Recombinant,Medigen,A1,Low dose,A,Lower,5,appendix Table S2,7,Partial,Solicited,15,12,80
926,Hsieh. S.M,EClinicalMedicine,2021,MVC-COV1901,Recombinant,Medigen,A2,Medium dose,A,Standard,15,appendix Table S2,7,Partial,Solicited,15,12,80
926,Hsieh. S.M,EClinicalMedicine,2021,MVC-COV1901,Recombinant,Medigen,A3,High dose,A,Higher,25,appendix Table S2,7,Partial,Solicited,15,12,80
926,Hsieh. S.M,EClinicalMedicine,2021,MVC-COV1901,Recombinant,Medigen,A1,Low dose,A,Lower,5,appendix Table S2,7,Full,Solicited,15,11,73.3
926,Hsieh. S.M,EClinicalMedicine,2021,MVC-COV1901,Recombinant,Medigen,A2,Medium dose,A,Standard,15,appendix Table S2,7,Full,Solicited,15,8,53.3
926,Hsieh. S.M,EClinicalMedicine,2021,MVC-COV1901,Recombinant,Medigen,A3,High dose,A,Higher,25,appendix Table S2,7,Full,Solicited,15,9,60
926,Hsieh. S.M,EClinicalMedicine,2021,MVC-COV1901,Recombinant,Medigen,A1,Low dose,A,Lower,5,appendix Table S2,28,Any,Unsolicited,15,12,80
926,Hsieh. S.M,EClinicalMedicine,2021,MVC-COV1901,Recombinant,Medigen,A2,Medium dose,A,Standard,15,appendix Table S2,28,Any,Unsolicited,15,9,60
926,Hsieh. S.M,EClinicalMedicine,2021,MVC-COV1901,Recombinant,Medigen,A3,High dose,A,Higher,25,appendix Table S2,28,Any,Unsolicited,15,11,73.3
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A1,"Group B, young",A,Standard,5,appendix Table F,NA,Partial,Local,139,87,62.6
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A2,"Group C, young",B,None,5,appendix Table F,NA,Partial,Local,138,92,66.7
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A3,"Group D, young",A,Higher,25,appendix Table F,NA,Partial,Local,139,104,74.8
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A4,"Group E, young",B,None,25,appendix Table F,NA,Partial,Local,136,105,77.2
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A5,"Group B, elderly",C,Standard,5,appendix Table F,NA,Partial,Local,114,44,38.6
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A6,"Group C, elderly",D,None,5,appendix Table F,NA,Partial,Local,117,43,36.8
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A7,"Group D, elderly",C,Higher,25,appendix Table F,NA,Partial,Local,113,50,44.2
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A8,"Group E, elderly",D,None,25,appendix Table F,NA,Partial,Local,117,70,59.8
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A1,"Group B, young",A,Standard,5,appendix Table G,NA,Full,Local,137,105,76.6
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A2,"Group C, young",B,None,5,appendix Table G,NA,Full,Local,136,19,14
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A3,"Group D, young",A,Higher,25,appendix Table G,NA,Full,Local,137,126,92
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A4,"Group E, young",B,None,25,appendix Table G,NA,Full,Local,137,9,7.1
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A5,"Group B, elderly",C,Standard,5,appendix Table G,NA,Full,Local,113,70,61.9
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A6,"Group C, elderly",D,None,5,appendix Table G,NA,Full,Local,113,8,7.1
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A7,"Group D, elderly",C,Higher,25,appendix Table G,NA,Full,Local,110,74,67.3
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A8,"Group E, elderly",D,None,25,appendix Table G,NA,Full,Local,109,11,10.1
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A1,"Group B, young",A,Standard,5,appendix Table F,NA,Partial,Systemic,139,68,48.9
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A2,"Group C, young",B,None,5,appendix Table F,NA,Partial,Systemic,138,66,47.8
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A3,"Group D, young",A,Higher,25,appendix Table F,NA,Partial,Systemic,139,79,56.8
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A4,"Group E, young",B,None,25,appendix Table F,NA,Partial,Systemic,136,60,44.1
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A5,"Group B, elderly",C,Standard,5,appendix Table F,NA,Partial,Systemic,114,44,37.9
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A6,"Group C, elderly",D,None,5,appendix Table F,NA,Partial,Systemic,117,36,30.8
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A7,"Group D, elderly",C,Higher,25,appendix Table F,NA,Partial,Systemic,113,33,29.2
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A8,"Group E, elderly",D,None,25,appendix Table F,NA,Partial,Systemic,117,40,34.2
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A1,"Group B, young",A,Standard,5,appendix Table G,NA,Full,Systemic,137,88,64.2
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A2,"Group C, young",B,None,5,appendix Table G,NA,Full,Systemic,136,46,33.8
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A3,"Group D, young",A,Higher,25,appendix Table G,NA,Full,Systemic,137,101,73.7
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A4,"Group E, young",B,None,25,appendix Table G,NA,Full,Systemic,137,29,22.8
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A5,"Group B, elderly",C,Standard,5,appendix Table G,NA,Full,Systemic,113,44,38.9
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A6,"Group C, elderly",D,None,5,appendix Table G,NA,Full,Systemic,113,25,22.1
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A7,"Group D, elderly",C,Higher,25,appendix Table G,NA,Full,Systemic,110,56,50.9
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A8,"Group E, elderly",D,None,25,appendix Table G,NA,Full,Systemic,109,22,20.4
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A1/A5,Group B,AC,Standard,5,appendix Table F,35,Any,Unsolicited,258,51,19.8
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A2/A6,Group C,BD,None,5,appendix Table F,35,Any,Unsolicited,256,35,13.7
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A3/A7,Group D,AC,Higher,25,appendix Table F,35,Any,Unsolicited,259,52,20.1
1582,Formica. N,PLoS Med,2021,NVX-CoV2373,Recombinant,Novavax,A4/A8,Group E,BD,None,25,appendix Table F,35,Any,Unsolicited,255,43,16.9
11,Keech. C,NEw England Journal of Medicine,2020,NVX-CoV2373,Recombinant,Novavax,A1,Group C,A,Standard,5,appendix Table S7,14,Partial,Local,26,18,69.2
11,Keech. C,New England Journal of Medicine,2020,NVX-CoV2373,Recombinant,Novavax,A2,Group D,A,Higher,25,appendix Table S7,14,Partial,Local,25,15,60
11,Keech. C,New England Journal of Medicine,2020,NVX-CoV2373,Recombinant,Novavax,A1,Group C,A,Standard,5,appendix Table S7,14,Full,Local,26,24,92.3
11,Keech. C,New England Journal of Medicine,2020,NVX-CoV2373,Recombinant,Novavax,A2,Group D,A,Higher,25,appendix Table S7,14,Full,Local,24,19,79.2
11,Keech. C,NEw England Journal of Medicine,2020,NVX-CoV2373,Recombinant,Novavax,A1,Group C,A,Standard,5,appendix Table S7,14,Partial,Systemic,26,12,46.2
11,Keech. C,New England Journal of Medicine,2020,NVX-CoV2373,Recombinant,Novavax,A2,Group D,A,Higher,25,appendix Table S7,14,Partial,Systemic,25,14,56
11,Keech. C,New England Journal of Medicine,2020,NVX-CoV2373,Recombinant,Novavax,A1,Group C,A,Standard,5,appendix Table S7,14,Full,Systemic,26,17,65.4
11,Keech. C,New England Journal of Medicine,2020,NVX-CoV2373,Recombinant,Novavax,A2,Group D,A,Higher,25,appendix Table S7,14,Full,Systemic,24,18,75
11,Keech. C,New England Journal of Medicine,2020,NVX-CoV2373,Recombinant,Novavax,A1,Group C,A,Standard,5,Text,14,Any,Unsolicited,NA,NA,NA
11,Keech. C,New England Journal of Medicine,2020,NVX-CoV2373,Recombinant,Novavax,A2,Group D,A,Higher,25,Text,14,Any,Unsolicited,NA,NA,NA
285,Richmond. P,Lancet,2021,SCB-2019,Recombinant,Clover,A1/A4,NA,A,Lower,3,Figure 2,7,Partial,Local,16,7,43.8
285,Richmond. P,Lancet,2021,SCB-2019,Recombinant,Clover,A2/A5,NA,A,Standard,9,Figure 2,7,Partial,Local,16,8,50
285,Richmond. P,Lancet,2021,SCB-2019,Recombinant,Clover,A3/A6,NA,A,Higher,30,Figure 2,7,Partial,Local,16,9,56.3
285,Richmond. P,Lancet,2021,SCB-2019,Recombinant,Clover,B1/B4,NA,B,Lower,3,Figure 2,7,Partial,Local,16,1,6.3
285,Richmond. P,Lancet,2021,SCB-2019,Recombinant,Clover,B2/B5,NA,B,Standard,9,Figure 2,7,Partial,Local,16,5,31.3
285,Richmond. P,Lancet,2021,SCB-2019,Recombinant,Clover,B3/B6,NA,B,Standard,30,Figure 2,7,Partial,Local,16,7,43.8
285,Richmond. P,Lancet,2021,SCB-2019,Recombinant,Clover,A1/A4,NA,A,Lower,3,Figure 2,7,Full,Local,16,8,50
285,Richmond. P,Lancet,2021,SCB-2019,Recombinant,Clover,A2/A5,NA,A,Standard,9,Figure 2,7,Full,Local,16,11,68.8
285,Richmond. P,Lancet,2021,SCB-2019,Recombinant,Clover,A3/A6,NA,A,Higher,30,Figure 2,7,Full,Local,16,8,50
285,Richmond. P,Lancet,2021,SCB-2019,Recombinant,Clover,B1/B4,NA,B,Lower,3,Figure 2,7,Full,Local,16,2,12.5
285,Richmond. P,Lancet,2021,SCB-2019,Recombinant,Clover,B2/B5,NA,B,Standard,9,Figure 2,7,Full,Local,15,5,33.3
285,Richmond. P,Lancet,2021,SCB-2019,Recombinant,Clover,B3/B6,NA,B,Standard,30,Figure 2,7,Full,Local,16,7,43.8
285,Richmond. P,Lancet,2021,SCB-2019,Recombinant,Clover,A1/A4,NA,A,Lower,3,Figure 2,7,Partial,Systemic,16,6,37.5
285,Richmond. P,Lancet,2021,SCB-2019,Recombinant,Clover,A2/A5,NA,A,Standard,9,Figure 2,7,Partial,Systemic,16,4,25
285,Richmond. P,Lancet,2021,SCB-2019,Recombinant,Clover,A3/A6,NA,A,Higher,30,Figure 2,7,Partial,Systemic,16,6,37.5
285,Richmond. P,Lancet,2021,SCB-2019,Recombinant,Clover,B1/B4,NA,B,Lower,3,Figure 2,7,Partial,Systemic,16,4,25
285,Richmond. P,Lancet,2021,SCB-2019,Recombinant,Clover,B2/B5,NA,B,Standard,9,Figure 2,7,Partial,Systemic,16,6,37.5
285,Richmond. P,Lancet,2021,SCB-2019,Recombinant,Clover,B3/B6,NA,B,Standard,30,Figure 2,7,Partial,Systemic,16,3,18.8
285,Richmond. P,Lancet,2021,SCB-2019,Recombinant,Clover,A1/A4,NA,A,Lower,3,Figure 2,7,Full,Systemic,16,8,50
285,Richmond. P,Lancet,2021,SCB-2019,Recombinant,Clover,A2/A5,NA,A,Standard,9,Figure 2,7,Full,Systemic,16,9,56.3
285,Richmond. P,Lancet,2021,SCB-2019,Recombinant,Clover,A3/A6,NA,A,Higher,30,Figure 2,7,Full,Systemic,16,7,43.8
285,Richmond. P,Lancet,2021,SCB-2019,Recombinant,Clover,B1/B4,NA,B,Lower,3,Figure 2,7,Full,Systemic,16,4,25
285,Richmond. P,Lancet,2021,SCB-2019,Recombinant,Clover,B2/B5,NA,B,Standard,9,Figure 2,7,Full,Systemic,15,2,13.3
285,Richmond. P,Lancet,2021,SCB-2019,Recombinant,Clover,B3/B6,NA,B,Standard,30,Figure 2,7,Full,Systemic,16,5,31.3
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,A1,"Low-dose, phase 1, 2 doses, 28 days, adult",A,None,20,Table 2,7,Any,Local,24,3,13
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,A2,"High-dose, phase 1, 2 doses, 28 days, adult",A,None,40,Table 2,7,Any,Local,24,3,13
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,A3,"Low-dose, phase 1, 2 doses, 28 days, elderly",B,None,20,Table 2,7,Any,Local,18,1,6
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,A4,"High-dose, phase 1, 2 doses, 28 days, elderly",B,None,40,Table 2,7,Any,Local,18,2,11
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,C1,"Low-dose, phase 2, 2 doses, 21 days, adult",C,None,20,Table 3,7,Any,Local,100,6,6
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,C2,"High-dose, phase 2, 2 doses, 21 days, adult",C,None,40,Table 3,7,Any,Local,100,16,16
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,B3,"Low-dose, phase 2, 3 doses, 28 days, adult",D,Lower,20,Table 3,7,Any,Local,100,13,13
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,B4,"High-dose, phase 2, 3 doses, 28 days, adult",D,Standard,40,Table 3,7,Any,Local,100,25,25
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,C3,"Low-dose, phase 2, 2 doses, 21 days, elderly",E,None,20,Table 3,7,Any,Local,100,4,4
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,C4,"High-dose, phase 2, 2 doses, 21 days, elderly",E,None,40,Table 3,7,Any,Local,100,9,9
